city,state,time,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max,shortwave_radiation_sum
Los Angeles,CA,2023-01-09,12.8,14.8,10.7,37.6,30.9,1.58
Los Angeles,CA,2023-01-10,12.6,15.3,7.8,73.6,23.9,4.24
Los Angeles,CA,2023-01-11,10.8,16.3,6.5,0.0,8.8,10.36
Los Angeles,CA,2023-01-12,13.2,19.5,7.6,0.0,9.7,9.72
Los Angeles,CA,2023-01-13,13.4,17.9,10.4,0.0,10.9,9.05
Los Angeles,CA,2023-01-14,11.0,12.2,9.8,40.2,19.7,1.39
Los Angeles,CA,2023-01-15,11.1,13.8,8.5,6.4,16.2,5.13
Los Angeles,CA,2023-01-16,11.8,15.5,8.1,11.9,28.8,9.8
Los Angeles,CA,2023-01-17,9.0,14.6,4.3,0.0,18.6,12.3
Los Angeles,CA,2023-01-18,8.6,14.7,3.8,0.0,10.1,12.56
Los Angeles,CA,2023-01-19,9.3,14.5,5.2,0.3,10.6,10.75
Los Angeles,CA,2023-01-20,8.3,14.5,3.1,0.0,7.9,13.49
Los Angeles,CA,2023-01-21,8.1,15.8,2.4,0.0,7.2,13.68
Los Angeles,CA,2023-01-22,9.5,16.5,4.4,0.0,20.9,12.99
Los Angeles,CA,2023-01-23,9.2,16.9,2.6,0.0,19.4,14.02
Los Angeles,CA,2023-01-24,9.8,17.5,3.4,0.0,8.6,14.03
Los Angeles,CA,2023-01-25,11.6,19.7,6.3,0.0,11.6,14.08
Los Angeles,CA,2023-01-26,11.4,19.0,4.4,0.0,13.6,14.26
Los Angeles,CA,2023-01-27,10.9,18.3,5.0,0.0,11.2,14.56
Los Angeles,CA,2023-01-28,10.8,16.7,6.4,0.0,12.7,14.04
Los Angeles,CA,2023-01-29,11.1,13.5,9.2,4.6,17.6,6.45
Los Angeles,CA,2023-01-30,9.5,12.1,7.5,15.5,12.9,4.8
Los Angeles,CA,2023-01-31,9.5,17.4,3.0,0.0,13.6,15.24
Los Angeles,CA,2023-02-01,9.1,17.8,1.7,0.0,11.2,15.27
Los Angeles,CA,2023-02-02,11.7,18.3,5.0,0.0,9.9,12.97
Los Angeles,CA,2023-02-03,13.5,20.3,7.7,0.0,9.2,12.66
Los Angeles,CA,2023-02-04,13.5,20.9,7.2,0.0,13.5,15.1
Los Angeles,CA,2023-02-05,12.5,18.3,8.3,0.0,18.9,11.49
Los Angeles,CA,2023-02-06,12.4,20.4,6.5,0.0,18.6,15.82
Los Angeles,CA,2023-02-07,11.4,20.4,4.3,0.0,11.6,15.91
Los Angeles,CA,2023-02-08,12.6,21.7,6.4,0.0,14.0,15.95
Los Angeles,CA,2023-02-09,14.5,25.0,6.8,0.0,11.5,16.08
Los Angeles,CA,2023-02-10,14.3,24.4,6.1,0.0,12.4,16.37
Los Angeles,CA,2023-02-11,12.0,16.4,8.2,0.1,21.7,14.22
Los Angeles,CA,2023-02-12,10.0,14.9,6.4,0.0,17.2,10.66
Los Angeles,CA,2023-02-13,11.2,16.5,6.9,0.2,16.4,10.31
Los Angeles,CA,2023-02-14,12.3,15.2,8.7,1.4,25.0,9.44
Los Angeles,CA,2023-02-15,9.8,17.0,4.5,0.0,25.7,17.81
Los Angeles,CA,2023-02-16,8.6,17.4,1.2,0.0,12.7,15.34
Los Angeles,CA,2023-02-17,11.0,19.6,4.4,0.0,12.9,14.66
Los Angeles,CA,2023-02-18,11.8,20.6,4.7,0.0,18.2,14.25
Los Angeles,CA,2023-02-19,12.8,20.0,6.8,0.0,15.0,17.69
Los Angeles,CA,2023-02-20,14.9,24.3,7.6,0.0,17.6,17.81
Los Angeles,CA,2023-02-21,13.3,18.7,8.5,0.5,24.7,16.02
Los Angeles,CA,2023-02-22,9.4,13.8,5.5,0.2,31.4,17.03
Los Angeles,CA,2023-02-23,6.6,10.8,4.3,12.2,18.3,11.6
Los Angeles,CA,2023-02-24,8.7,11.7,4.0,35.7,38.4,1.54
Los Angeles,CA,2023-02-25,7.5,11.7,3.7,55.9,43.3,4.74
Los Angeles,CA,2023-02-26,7.1,12.1,2.0,1.0,16.6,14.38
Los Angeles,CA,2023-02-27,8.8,10.6,6.8,11.1,15.2,3.15
Los Angeles,CA,2023-02-28,9.9,13.5,6.1,8.5,23.2,14.87
Los Angeles,CA,2023-03-01,9.3,11.1,6.9,10.9,31.1,15.68
Los Angeles,CA,2023-03-02,8.8,15.1,3.0,0.0,14.1,19.78
Los Angeles,CA,2023-03-03,9.8,16.3,5.1,0.0,14.6,19.29
Los Angeles,CA,2023-03-04,10.0,14.8,5.4,1.4,18.7,14.8
Los Angeles,CA,2023-03-05,10.4,13.8,7.1,1.8,11.6,7.9
Los Angeles,CA,2023-03-06,10.9,14.3,8.3,0.5,15.9,14.93
Los Angeles,CA,2023-03-07,9.9,16.0,4.5,0.0,16.9,20.03
Los Angeles,CA,2023-03-08,9.8,15.3,5.8,0.0,14.5,16.67
Los Angeles,CA,2023-03-09,11.8,18.6,6.8,0.0,16.8,19.26
Los Angeles,CA,2023-03-10,12.2,13.9,10.5,20.3,18.0,3.89
Los Angeles,CA,2023-03-11,14.5,16.7,12.7,5.4,13.7,4.38
Los Angeles,CA,2023-03-12,14.5,18.0,12.1,0.4,17.9,14.94
Los Angeles,CA,2023-03-13,14.0,19.4,12.1,0.0,16.1,16.11
Los Angeles,CA,2023-03-14,13.5,15.2,12.4,32.4,17.7,4.22
Los Angeles,CA,2023-03-15,13.9,16.5,12.0,39.2,20.0,7.28
Los Angeles,CA,2023-03-16,13.0,17.0,10.4,0.9,12.3,13.78
Los Angeles,CA,2023-03-17,13.1,19.5,8.2,0.0,9.9,18.99
Los Angeles,CA,2023-03-18,15.0,23.4,6.7,0.0,14.4,21.6
Los Angeles,CA,2023-03-19,13.8,16.2,12.5,3.8,15.9,4.58
Los Angeles,CA,2023-03-20,13.3,15.3,11.5,2.1,18.1,8.31
Los Angeles,CA,2023-03-21,11.1,15.3,8.4,39.6,30.9,10.99
Los Angeles,CA,2023-03-22,10.0,13.6,7.9,19.0,17.3,12.37
Los Angeles,CA,2023-03-23,10.9,15.3,5.9,1.6,14.5,16.08
Los Angeles,CA,2023-03-24,12.4,17.7,8.0,0.0,26.9,23.23
Los Angeles,CA,2023-03-25,10.8,17.4,4.6,0.0,24.6,21.97
Los Angeles,CA,2023-03-26,10.8,18.5,4.1,0.0,27.0,23.21
Los Angeles,CA,2023-03-27,11.6,20.9,3.7,0.0,8.9,23.76
Los Angeles,CA,2023-03-28,13.3,20.5,8.0,0.0,16.6,23.91
Los Angeles,CA,2023-03-29,11.4,14.9,8.5,20.6,21.4,14.93
Los Angeles,CA,2023-03-30,9.9,13.8,6.5,4.3,12.6,15.75
Los Angeles,CA,2023-03-31,11.1,16.8,6.0,0.0,15.6,21.93
Los Angeles,CA,2023-04-01,13.3,19.8,8.3,0.0,18.1,24.81
Los Angeles,CA,2023-04-02,12.2,17.9,7.8,0.0,16.1,23.16
Los Angeles,CA,2023-04-03,11.9,15.6,8.8,0.2,28.2,17.54
Los Angeles,CA,2023-04-04,10.9,16.2,6.7,0.0,31.9,25.32
Los Angeles,CA,2023-04-05,11.4,19.3,4.9,0.0,16.2,25.18
Los Angeles,CA,2023-04-06,13.3,21.8,5.9,0.0,15.9,25.82
Los Angeles,CA,2023-04-07,14.0,20.6,9.3,0.0,15.3,25.01
Los Angeles,CA,2023-04-08,13.9,20.4,9.5,0.0,15.8,24.04
Los Angeles,CA,2023-04-09,15.2,23.0,11.0,0.0,14.3,23.31
Los Angeles,CA,2023-04-10,15.3,24.1,10.2,0.0,14.8,23.69
Los Angeles,CA,2023-04-11,14.3,20.9,10.4,0.0,13.2,22.97
Los Angeles,CA,2023-04-12,14.3,21.3,10.9,0.1,16.7,17.15
Los Angeles,CA,2023-04-13,13.7,16.8,12.1,2.7,16.9,12.92
Los Angeles,CA,2023-04-14,13.7,17.8,11.3,1.0,13.1,16.08
Los Angeles,CA,2023-04-15,14.0,21.4,8.4,0.0,17.8,26.15
Los Angeles,CA,2023-04-16,13.9,21.0,9.7,0.0,15.3,23.71
Los Angeles,CA,2023-04-17,14.1,20.8,10.1,0.0,18.2,21.02
Los Angeles,CA,2023-04-18,14.8,20.0,11.8,0.3,17.6,20.31
Los Angeles,CA,2023-04-19,14.3,23.3,8.1,0.0,27.4,26.54
Los Angeles,CA,2023-04-20,17.4,27.2,7.9,0.0,15.2,27.09
Los Angeles,CA,2023-04-21,22.4,32.3,12.8,0.0,20.3,27.05
Los Angeles,CA,2023-04-22,21.1,30.7,14.9,0.0,18.4,26.23
Los Angeles,CA,2023-04-23,18.4,26.2,13.5,0.0,17.8,26.41
Los Angeles,CA,2023-04-24,16.3,22.8,13.3,0.0,20.3,22.64
Los Angeles,CA,2023-04-25,16.4,23.5,13.2,0.0,17.7,22.06
Los Angeles,CA,2023-04-26,17.6,26.0,12.6,0.0,18.0,25.29
Los Angeles,CA,2023-04-27,16.3,23.8,12.1,0.0,16.8,26.32
Los Angeles,CA,2023-04-28,15.6,24.3,10.8,0.0,17.9,25.8
Los Angeles,CA,2023-04-29,15.9,24.6,10.6,0.0,19.5,26.32
Los Angeles,CA,2023-04-30,15.9,22.4,11.8,0.0,14.5,23.07
Los Angeles,CA,2023-05-01,15.3,18.9,12.8,0.4,17.4,14.18
Los Angeles,CA,2023-05-02,13.6,17.5,10.0,1.1,18.5,19.44
Los Angeles,CA,2023-05-03,13.5,19.3,8.3,0.6,18.9,21.35
Los Angeles,CA,2023-05-04,13.5,17.0,10.9,13.1,17.9,18.1
Los Angeles,CA,2023-05-05,14.1,18.7,10.0,3.1,16.9,19.82
Los Angeles,CA,2023-05-06,14.2,19.4,8.3,0.0,19.5,23.03
Los Angeles,CA,2023-05-07,15.2,22.0,10.4,0.0,18.3,25.26
Los Angeles,CA,2023-05-08,16.3,22.5,11.9,0.0,17.9,27.41
Los Angeles,CA,2023-05-09,15.8,22.7,11.8,0.6,20.4,20.51
Los Angeles,CA,2023-05-10,16.3,22.8,11.1,0.0,20.3,24.98
Los Angeles,CA,2023-05-11,15.9,22.0,10.5,0.0,20.6,26.0
Los Angeles,CA,2023-05-12,16.2,24.9,10.7,0.0,19.8,24.62
Los Angeles,CA,2023-05-13,17.9,27.3,12.9,0.0,16.0,24.57
Los Angeles,CA,2023-05-14,18.1,28.4,14.3,0.0,20.6,23.43
Los Angeles,CA,2023-05-15,17.3,24.7,13.1,0.0,16.6,21.57
Los Angeles,CA,2023-05-16,17.1,23.2,12.9,0.0,17.4,22.78
Los Angeles,CA,2023-05-17,17.2,24.6,12.5,0.0,16.9,26.58
Los Angeles,CA,2023-05-18,17.8,24.9,13.6,0.0,13.7,23.59
Los Angeles,CA,2023-05-19,17.4,24.1,14.0,0.2,14.8,21.66
Los Angeles,CA,2023-05-20,18.4,24.8,14.5,0.0,17.1,24.62
Los Angeles,CA,2023-05-21,18.7,26.2,14.7,0.0,17.4,24.8
Los Angeles,CA,2023-05-22,18.1,25.2,14.7,0.0,17.8,23.9
Los Angeles,CA,2023-05-23,17.8,22.2,15.3,0.1,14.6,20.06
Los Angeles,CA,2023-05-24,17.6,21.9,15.3,0.3,14.9,18.49
Los Angeles,CA,2023-05-25,17.5,21.8,15.2,0.0,17.1,20.89
Los Angeles,CA,2023-05-26,16.4,20.2,13.1,3.0,18.5,18.14
Los Angeles,CA,2023-05-27,16.1,21.1,11.7,0.0,20.2,23.91
Los Angeles,CA,2023-05-28,16.7,21.8,12.2,0.0,16.4,17.91
Los Angeles,CA,2023-05-29,17.7,21.7,15.4,0.7,12.5,15.06
Los Angeles,CA,2023-05-30,17.3,20.3,15.2,0.2,19.2,16.25
Los Angeles,CA,2023-05-31,16.7,20.2,14.3,1.1,15.7,13.78
Los Angeles,CA,2023-06-01,17.5,20.5,15.2,0.5,15.5,16.12
Los Angeles,CA,2023-06-02,17.8,22.6,14.4,0.0,19.4,24.32
Los Angeles,CA,2023-06-03,17.3,24.3,11.7,0.0,16.1,28.48
Los Angeles,CA,2023-06-04,17.7,23.9,14.2,0.0,18.7,25.59
Los Angeles,CA,2023-06-05,17.0,21.2,15.2,0.6,17.3,13.9
Los Angeles,CA,2023-06-06,17.5,22.4,14.6,0.4,15.9,20.08
Los Angeles,CA,2023-06-07,17.4,21.1,14.6,0.7,14.2,16.01
Los Angeles,CA,2023-06-08,17.7,23.7,12.4,0.0,20.6,27.27
Los Angeles,CA,2023-06-09,17.7,22.9,14.2,0.0,17.8,21.61
Los Angeles,CA,2023-06-10,17.7,21.7,14.7,0.0,16.6,14.91
Los Angeles,CA,2023-06-11,18.1,21.5,15.6,1.2,15.9,12.18
Los Angeles,CA,2023-06-12,18.0,21.4,14.9,1.0,15.1,15.75
Los Angeles,CA,2023-06-13,17.9,22.8,13.5,0.0,19.5,26.96
Los Angeles,CA,2023-06-14,17.6,23.3,13.9,0.0,17.1,20.59
Los Angeles,CA,2023-06-15,18.5,22.8,15.7,0.4,13.8,17.69
Los Angeles,CA,2023-06-16,19.4,25.7,16.0,0.0,19.2,23.25
Los Angeles,CA,2023-06-17,20.1,27.4,15.3,0.0,19.5,28.36
Los Angeles,CA,2023-06-18,19.4,25.6,16.3,0.0,17.8,25.79
Los Angeles,CA,2023-06-19,19.5,25.0,16.5,0.0,17.0,22.01
Los Angeles,CA,2023-06-20,19.8,26.2,13.8,0.0,20.5,28.95
Los Angeles,CA,2023-06-21,20.1,27.5,14.6,0.0,21.7,30.11
Los Angeles,CA,2023-06-22,18.0,23.9,13.9,0.0,21.3,28.59
Los Angeles,CA,2023-06-23,18.4,24.0,13.0,0.0,20.2,29.21
Los Angeles,CA,2023-06-24,18.7,25.7,12.3,0.0,17.2,28.2
Los Angeles,CA,2023-06-25,18.7,24.4,13.4,0.0,15.8,28.67
Los Angeles,CA,2023-06-26,19.0,26.1,12.9,0.0,17.9,29.47
Los Angeles,CA,2023-06-27,19.1,26.5,13.7,0.0,20.9,29.58
Los Angeles,CA,2023-06-28,18.7,25.1,13.9,0.0,18.1,26.6
Los Angeles,CA,2023-06-29,19.3,26.8,14.1,0.0,19.3,26.16
Los Angeles,CA,2023-06-30,20.0,28.9,14.7,0.0,20.0,26.68
Los Angeles,CA,2023-07-01,20.5,29.7,14.9,0.0,19.6,26.74
Los Angeles,CA,2023-07-02,20.6,30.4,14.8,0.0,22.0,27.75
Los Angeles,CA,2023-07-03,20.2,30.1,14.6,0.0,19.7,27.74
Los Angeles,CA,2023-07-04,19.5,26.9,14.5,0.0,17.1,27.92
Los Angeles,CA,2023-07-05,19.0,26.1,13.7,0.0,19.4,28.36
Los Angeles,CA,2023-07-06,19.0,25.9,13.7,0.0,16.8,27.98
Los Angeles,CA,2023-07-07,19.3,26.9,14.5,0.0,19.9,27.76
Los Angeles,CA,2023-07-08,19.0,27.2,13.6,0.0,21.4,26.89
Los Angeles,CA,2023-07-09,19.8,26.5,14.5,0.0,18.4,26.34
Los Angeles,CA,2023-07-10,21.0,30.5,14.8,0.0,22.0,28.79
Los Angeles,CA,2023-07-11,22.9,32.0,15.6,0.0,19.2,28.24
Los Angeles,CA,2023-07-12,24.6,33.5,17.8,0.0,20.8,28.27
Los Angeles,CA,2023-07-13,24.2,33.7,18.2,0.0,22.0,28.76
Los Angeles,CA,2023-07-14,24.3,34.5,16.5,0.0,21.8,29.7
Los Angeles,CA,2023-07-15,23.1,32.7,16.3,0.0,20.0,28.55
Los Angeles,CA,2023-07-16,23.3,33.3,17.8,0.0,18.9,27.38
Los Angeles,CA,2023-07-17,24.2,31.7,18.5,0.0,18.9,27.19
Los Angeles,CA,2023-07-18,24.2,32.2,18.6,0.0,18.6,27.7
Los Angeles,CA,2023-07-19,24.7,33.5,18.8,0.0,20.6,28.01
Los Angeles,CA,2023-07-20,24.5,34.3,18.4,0.0,18.7,28.41
Los Angeles,CA,2023-07-21,23.7,32.9,17.2,0.0,18.3,28.17
Los Angeles,CA,2023-07-22,23.2,33.0,16.4,0.0,17.2,27.2
Los Angeles,CA,2023-07-23,23.0,34.1,17.5,0.0,19.1,17.68
Los Angeles,CA,2023-07-24,24.5,33.3,18.5,0.0,22.3,26.31
Los Angeles,CA,2023-07-25,25.9,36.0,18.8,0.0,20.3,27.62
Los Angeles,CA,2023-07-26,26.9,36.2,19.5,0.0,20.2,27.9
Los Angeles,CA,2023-07-27,26.3,36.1,19.1,0.0,18.7,27.92
Los Angeles,CA,2023-07-28,24.4,33.6,18.5,0.0,19.9,27.11
Los Angeles,CA,2023-07-29,24.8,35.0,18.8,0.0,21.1,27.06
Los Angeles,CA,2023-07-30,25.2,33.8,19.8,0.0,17.5,22.44
Los Angeles,CA,2023-07-31,26.7,36.3,20.8,0.0,22.9,22.4
Los Angeles,CA,2023-08-01,25.9,33.4,21.4,0.0,20.2,26.95
Los Angeles,CA,2023-08-02,24.0,32.2,18.6,0.0,20.5,27.71
Los Angeles,CA,2023-08-03,22.4,30.5,16.2,0.0,21.4,27.41
Los Angeles,CA,2023-08-04,22.4,30.2,17.2,0.0,21.8,26.62
Los Angeles,CA,2023-08-05,23.5,33.4,17.4,0.0,20.6,27.36
Los Angeles,CA,2023-08-06,23.8,34.9,17.0,0.0,21.8,27.58
Los Angeles,CA,2023-08-07,23.4,33.5,17.0,0.0,19.8,27.13
Los Angeles,CA,2023-08-08,23.6,31.1,17.1,0.0,21.9,26.09
Los Angeles,CA,2023-08-09,23.2,29.0,19.7,1.0,18.5,20.29
Los Angeles,CA,2023-08-10,22.2,27.4,19.4,4.8,18.8,18.78
Los Angeles,CA,2023-08-11,21.8,27.3,18.5,0.0,19.7,22.43
Los Angeles,CA,2023-08-12,22.5,29.1,18.1,0.0,19.6,25.38
Los Angeles,CA,2023-08-13,22.2,28.9,18.1,0.0,20.9,24.74
Los Angeles,CA,2023-08-14,22.6,29.1,18.4,0.0,20.9,24.16
Los Angeles,CA,2023-08-15,23.5,31.4,17.4,0.0,20.5,25.07
Los Angeles,CA,2023-08-16,25.5,34.4,19.0,0.2,21.0,25.79
Los Angeles,CA,2023-08-17,23.6,32.3,17.5,0.0,21.1,26.26
Los Angeles,CA,2023-08-18,22.5,31.6,16.3,0.0,21.0,25.66
Los Angeles,CA,2023-08-19,22.2,27.8,16.0,5.2,16.7,20.43
Los Angeles,CA,2023-08-20,23.1,26.0,20.9,59.3,30.1,2.29
Los Angeles,CA,2023-08-21,21.2,25.3,18.2,15.5,21.5,15.76
Los Angeles,CA,2023-08-22,21.5,26.9,17.4,0.0,19.2,25.52
Los Angeles,CA,2023-08-23,21.7,27.5,17.4,0.0,16.1,25.45
Los Angeles,CA,2023-08-24,20.4,25.6,17.5,0.0,16.1,21.77
Los Angeles,CA,2023-08-25,20.1,26.1,16.5,0.0,18.5,24.31
Los Angeles,CA,2023-08-26,21.1,28.5,15.8,0.0,17.4,24.76
Los Angeles,CA,2023-08-27,23.6,31.2,17.0,0.0,15.0,25.53
Los Angeles,CA,2023-08-28,25.3,34.8,18.6,0.0,16.3,25.17
Los Angeles,CA,2023-08-29,25.4,35.0,18.0,0.0,17.6,25.43
Los Angeles,CA,2023-08-30,25.3,36.1,17.9,0.0,18.2,25.19
Los Angeles,CA,2023-08-31,22.7,29.4,18.2,0.0,18.2,21.45
Los Angeles,CA,2023-09-01,22.3,28.7,18.7,2.2,20.5,21.06
Los Angeles,CA,2023-09-02,22.1,25.2,19.9,31.2,15.3,6.96
Los Angeles,CA,2023-09-03,21.8,25.8,17.8,3.4,18.2,19.04
Los Angeles,CA,2023-09-04,20.4,27.1,15.8,0.0,22.4,20.83
Los Angeles,CA,2023-09-05,20.5,25.7,16.8,0.0,14.5,17.09
Los Angeles,CA,2023-09-06,21.6,27.5,18.0,0.1,17.6,19.25
Los Angeles,CA,2023-09-07,21.7,29.0,16.0,0.0,16.3,22.47
Los Angeles,CA,2023-09-08,24.5,34.8,17.4,0.0,21.6,22.92
Los Angeles,CA,2023-09-09,26.9,34.7,20.5,0.0,25.3,21.3
Los Angeles,CA,2023-09-10,26.1,33.9,22.2,3.4,21.6,18.22
Los Angeles,CA,2023-09-11,25.7,33.0,20.5,0.0,14.0,16.65
Los Angeles,CA,2023-09-12,23.2,30.8,17.6,0.0,16.5,23.19
Los Angeles,CA,2023-09-13,21.4,27.5,17.7,0.0,15.5,18.56
Los Angeles,CA,2023-09-14,20.8,27.0,17.4,0.0,19.1,20.88
Los Angeles,CA,2023-09-15,20.3,26.8,16.5,0.0,21.5,17.32
Los Angeles,CA,2023-09-16,20.5,25.8,17.9,0.0,18.4,16.71
Los Angeles,CA,2023-09-17,20.4,25.3,18.7,0.7,16.0,12.83
Los Angeles,CA,2023-09-18,20.7,25.8,16.8,0.0,16.8,19.57
Los Angeles,CA,2023-09-19,19.9,27.1,15.5,0.0,19.6,20.37
Los Angeles,CA,2023-09-20,20.2,25.3,16.6,0.0,18.2,19.0
Los Angeles,CA,2023-09-21,19.3,22.9,16.2,0.3,15.7,12.49
Los Angeles,CA,2023-09-22,19.6,26.2,15.7,0.0,17.9,15.76
Los Angeles,CA,2023-09-23,20.0,26.0,16.3,0.0,17.4,19.57
Los Angeles,CA,2023-09-24,19.7,27.2,15.3,0.0,19.5,20.21
Los Angeles,CA,2023-09-25,19.4,28.1,15.1,0.0,19.2,19.13
Los Angeles,CA,2023-09-26,20.4,29.0,14.7,0.0,19.6,20.84
Los Angeles,CA,2023-09-27,21.0,30.5,15.0,0.0,16.0,18.21
Los Angeles,CA,2023-09-28,19.7,26.9,15.9,0.2,16.9,17.92
Los Angeles,CA,2023-09-29,20.0,25.9,17.0,0.0,17.9,16.09
Los Angeles,CA,2023-09-30,18.2,22.3,15.8,8.7,23.1,12.72
Los Angeles,CA,2023-10-01,16.7,20.8,14.1,0.8,13.2,15.27
Los Angeles,CA,2023-10-02,16.7,23.2,11.8,0.0,16.5,18.94
Los Angeles,CA,2023-10-03,20.1,28.6,13.7,0.0,17.9,18.78
Los Angeles,CA,2023-10-04,23.9,32.7,17.3,0.0,15.5,18.9
Los Angeles,CA,2023-10-05,25.3,35.8,16.7,0.0,16.9,18.91
Los Angeles,CA,2023-10-06,25.7,35.7,16.7,0.0,13.7,18.84
Los Angeles,CA,2023-10-07,24.6,33.9,19.7,0.0,15.0,18.37
Los Angeles,CA,2023-10-08,23.3,32.7,18.2,0.0,17.0,17.41
Los Angeles,CA,2023-10-09,20.2,27.9,15.6,0.0,15.1,16.0
Los Angeles,CA,2023-10-10,19.0,25.9,15.2,0.0,15.8,15.83
Los Angeles,CA,2023-10-11,20.4,27.4,15.9,0.0,29.5,17.13
Los Angeles,CA,2023-10-12,19.7,28.1,13.8,0.0,16.6,17.59
Los Angeles,CA,2023-10-13,20.2,28.4,15.0,0.0,18.4,16.19
Los Angeles,CA,2023-10-14,20.2,28.7,14.9,0.0,17.2,16.68
Los Angeles,CA,2023-10-15,24.1,33.2,19.1,0.0,16.2,16.86
Los Angeles,CA,2023-10-16,22.2,30.9,16.2,0.0,12.5,16.63
Los Angeles,CA,2023-10-17,20.8,29.9,16.1,0.0,15.1,15.52
Los Angeles,CA,2023-10-18,22.0,31.7,16.5,0.0,13.2,16.57
Los Angeles,CA,2023-10-19,23.1,33.0,16.8,0.0,17.4,15.96
Los Angeles,CA,2023-10-20,23.2,32.4,16.3,0.0,17.4,15.72
Los Angeles,CA,2023-10-21,21.7,30.3,16.4,0.0,18.4,15.87
Los Angeles,CA,2023-10-22,18.5,24.4,14.6,0.3,16.6,14.05
Los Angeles,CA,2023-10-23,19.5,24.8,16.2,0.1,14.6,13.34
Los Angeles,CA,2023-10-24,18.3,25.3,13.6,0.0,16.8,14.46
Los Angeles,CA,2023-10-25,18.9,22.6,16.4,1.1,13.6,8.79
Los Angeles,CA,2023-10-26,18.4,23.7,14.8,0.0,15.4,14.35
Los Angeles,CA,2023-10-27,17.9,24.5,14.0,0.0,17.7,13.46
Los Angeles,CA,2023-10-28,16.4,23.2,11.4,0.0,21.2,13.54
Los Angeles,CA,2023-10-29,17.6,27.2,10.2,0.0,12.9,16.27
Los Angeles,CA,2023-10-30,16.6,26.9,8.8,0.0,16.4,16.12
Los Angeles,CA,2023-10-31,18.2,29.0,9.5,0.0,15.4,15.85
Los Angeles,CA,2023-11-01,19.4,30.3,10.9,0.0,16.3,15.63
Los Angeles,CA,2023-11-02,20.8,30.9,12.0,0.0,16.3,15.42
Los Angeles,CA,2023-11-03,20.3,29.7,14.4,0.0,15.5,15.28
Los Angeles,CA,2023-11-04,19.5,28.9,13.6,0.0,15.9,14.22
Los Angeles,CA,2023-11-05,18.4,28.1,10.1,0.0,14.1,14.39
Los Angeles,CA,2023-11-06,17.3,25.6,11.2,0.0,17.3,14.0
Los Angeles,CA,2023-11-07,18.2,22.5,14.8,0.2,19.1,11.64
Los Angeles,CA,2023-11-08,16.9,25.9,9.5,0.0,16.5,14.72
Los Angeles,CA,2023-11-09,16.7,25.8,8.6,0.0,20.2,15.03
Los Angeles,CA,2023-11-10,16.0,25.4,8.6,0.0,13.0,13.19
Los Angeles,CA,2023-11-11,17.5,27.4,11.0,0.0,13.1,14.57
Los Angeles,CA,2023-11-12,18.8,29.7,9.0,0.0,12.1,14.51
Los Angeles,CA,2023-11-13,17.9,25.9,12.8,0.0,14.1,12.19
Los Angeles,CA,2023-11-14,19.5,27.3,14.9,0.0,14.0,14.09
Los Angeles,CA,2023-11-15,16.2,22.9,12.7,19.6,24.7,4.42
Los Angeles,CA,2023-11-16,17.0,21.5,13.7,0.3,11.4,12.09
Los Angeles,CA,2023-11-17,17.1,23.2,13.1,0.3,15.4,13.02
Los Angeles,CA,2023-11-18,17.2,20.5,14.9,6.8,11.7,9.93
Los Angeles,CA,2023-11-19,15.5,19.2,10.8,0.8,42.6,12.92
Los Angeles,CA,2023-11-20,13.0,21.6,7.6,0.0,11.5,13.71
Los Angeles,CA,2023-11-21,14.8,24.9,8.0,0.0,12.1,13.47
Los Angeles,CA,2023-11-22,16.0,26.2,9.4,0.0,10.3,13.16
Los Angeles,CA,2023-11-23,16.6,21.6,12.4,0.0,13.5,12.46
Los Angeles,CA,2023-11-24,15.1,19.7,10.9,0.2,14.9,11.39
Los Angeles,CA,2023-11-25,13.4,20.1,9.1,0.0,10.3,12.77
Los Angeles,CA,2023-11-26,12.9,20.2,5.8,0.0,11.5,10.12
Los Angeles,CA,2023-11-27,14.5,22.5,7.9,0.0,13.2,11.56
Los Angeles,CA,2023-11-28,15.1,22.8,8.5,0.0,16.0,12.7
Los Angeles,CA,2023-11-29,13.3,19.0,8.5,0.1,16.1,10.31
Los Angeles,CA,2023-11-30,13.3,19.4,8.2,0.0,18.7,9.89
Los Angeles,CA,2023-12-01,13.9,20.4,8.5,0.0,22.9,12.1
Los Angeles,CA,2023-12-02,13.6,20.1,7.7,0.0,12.4,12.13
Los Angeles,CA,2023-12-03,14.2,20.4,7.9,0.0,10.4,11.9
Los Angeles,CA,2023-12-04,17.2,25.2,11.5,0.0,8.9,11.19
Los Angeles,CA,2023-12-05,18.1,27.5,10.9,0.0,11.9,11.88
Los Angeles,CA,2023-12-06,18.2,24.3,12.9,0.0,13.2,11.78
Los Angeles,CA,2023-12-07,15.6,22.1,11.7,0.0,25.6,10.52
Los Angeles,CA,2023-12-08,12.7,20.0,7.7,0.0,14.8,12.1
Los Angeles,CA,2023-12-09,13.5,22.2,6.8,0.0,13.7,11.87
Los Angeles,CA,2023-12-10,14.6,24.0,6.9,0.0,10.1,12.03
Los Angeles,CA,2023-12-11,16.9,23.0,11.5,0.0,7.6,10.39
Los Angeles,CA,2023-12-12,14.4,20.9,9.2,0.0,10.0,11.61
Los Angeles,CA,2023-12-13,13.5,20.6,9.9,0.0,16.1,10.88
