city,state,time,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max,shortwave_radiation_sum
Jacksonville,FL,2023-05-05,21.1,26.4,15.3,0.0,18.3,22.91
Jacksonville,FL,2023-05-06,21.7,25.1,18.9,0.3,23.4,20.24
Jacksonville,FL,2023-05-07,22.0,26.5,17.1,0.0,18.7,20.83
Jacksonville,FL,2023-05-08,23.7,30.7,17.6,0.0,20.7,25.61
Jacksonville,FL,2023-05-09,24.4,31.7,19.3,0.8,22.6,20.46
Jacksonville,FL,2023-05-10,24.6,30.8,20.0,0.0,21.7,22.07
Jacksonville,FL,2023-05-11,24.4,27.7,21.8,6.0,17.7,19.76
Jacksonville,FL,2023-05-12,24.4,28.8,20.4,0.8,19.7,23.12
Jacksonville,FL,2023-05-13,23.4,28.1,20.5,5.3,16.8,20.74
Jacksonville,FL,2023-05-14,24.8,29.9,20.2,0.0,17.1,25.58
Jacksonville,FL,2023-05-15,24.2,28.7,20.8,1.8,20.9,21.3
Jacksonville,FL,2023-05-16,25.3,31.0,20.2,0.4,13.0,25.78
Jacksonville,FL,2023-05-17,24.9,29.5,22.1,5.4,25.3,20.45
Jacksonville,FL,2023-05-18,24.0,29.6,20.3,2.5,19.5,21.83
Jacksonville,FL,2023-05-19,23.7,28.6,19.7,2.5,14.3,24.0
Jacksonville,FL,2023-05-20,24.6,30.4,20.5,1.3,18.4,24.5
Jacksonville,FL,2023-05-21,24.9,31.5,21.3,11.6,19.7,21.79
Jacksonville,FL,2023-05-22,23.3,25.9,21.6,19.7,20.9,15.83
Jacksonville,FL,2023-05-23,22.8,24.8,21.3,9.2,22.1,16.86
Jacksonville,FL,2023-05-24,21.8,23.1,20.2,26.7,25.8,12.69
Jacksonville,FL,2023-05-25,22.5,26.1,19.7,0.1,22.5,25.31
Jacksonville,FL,2023-05-26,20.9,22.6,18.2,3.2,34.0,14.52
Jacksonville,FL,2023-05-27,18.8,22.9,16.1,0.0,28.3,21.16
Jacksonville,FL,2023-05-28,20.1,27.4,13.9,0.0,18.1,27.39
Jacksonville,FL,2023-05-29,23.2,29.9,16.7,0.0,12.8,23.67
Jacksonville,FL,2023-05-30,24.2,29.9,19.5,0.2,17.8,23.51
Jacksonville,FL,2023-05-31,23.7,27.0,20.7,1.3,23.4,19.06
Jacksonville,FL,2023-06-01,23.2,25.7,21.2,1.9,26.1,18.7
Jacksonville,FL,2023-06-02,23.2,26.6,20.1,0.4,22.8,24.99
Jacksonville,FL,2023-06-03,23.1,26.2,20.2,3.2,19.1,21.2
Jacksonville,FL,2023-06-04,22.6,25.3,20.4,13.9,29.0,20.78
Jacksonville,FL,2023-06-05,23.1,26.3,19.8,0.0,22.9,27.28
Jacksonville,FL,2023-06-06,24.2,30.6,19.1,0.2,19.9,26.88
Jacksonville,FL,2023-06-07,25.5,30.9,20.9,0.5,21.0,23.43
Jacksonville,FL,2023-06-08,26.5,32.8,21.6,1.1,25.8,24.99
Jacksonville,FL,2023-06-09,25.4,32.4,22.5,8.8,21.3,19.9
Jacksonville,FL,2023-06-10,24.9,28.6,21.9,12.2,14.8,22.85
Jacksonville,FL,2023-06-11,25.6,32.3,22.3,17.6,20.6,23.8
Jacksonville,FL,2023-06-12,27.6,33.3,22.7,0.0,23.4,24.12
Jacksonville,FL,2023-06-13,27.1,33.9,23.6,4.2,20.6,22.38
Jacksonville,FL,2023-06-14,26.9,32.6,22.1,3.1,21.9,19.58
Jacksonville,FL,2023-06-15,24.3,26.8,22.9,16.1,26.7,10.35
Jacksonville,FL,2023-06-16,26.0,30.5,22.7,0.1,29.3,22.52
Jacksonville,FL,2023-06-17,25.0,29.0,22.5,8.1,23.1,18.41
Jacksonville,FL,2023-06-18,25.7,31.0,21.5,5.8,16.2,24.66
Jacksonville,FL,2023-06-19,26.3,30.4,23.8,5.9,18.4,20.65
Jacksonville,FL,2023-06-20,24.7,28.4,21.9,26.0,19.4,14.98
Jacksonville,FL,2023-06-21,24.9,29.3,21.7,17.9,23.7,18.79
Jacksonville,FL,2023-06-22,25.1,28.9,22.6,6.8,26.9,15.57
Jacksonville,FL,2023-06-23,25.3,29.4,22.8,6.8,25.2,21.09
Jacksonville,FL,2023-06-24,25.8,31.1,23.1,11.2,19.0,21.49
Jacksonville,FL,2023-06-25,27.0,32.6,22.0,0.0,17.6,27.19
Jacksonville,FL,2023-06-26,28.1,33.0,22.6,0.1,17.7,24.53
Jacksonville,FL,2023-06-27,28.5,35.0,24.3,0.5,19.8,25.91
Jacksonville,FL,2023-06-28,28.6,34.6,25.1,0.0,20.2,26.52
Jacksonville,FL,2023-06-29,27.8,33.2,23.4,0.0,20.4,27.34
Jacksonville,FL,2023-06-30,27.4,31.1,23.3,0.0,15.4,26.41
Jacksonville,FL,2023-07-01,27.7,32.0,22.9,0.3,14.9,26.38
Jacksonville,FL,2023-07-02,28.3,33.8,24.4,0.1,17.4,27.01
Jacksonville,FL,2023-07-03,29.1,35.3,24.9,1.0,13.1,25.18
Jacksonville,FL,2023-07-04,29.0,32.9,24.9,3.6,11.0,23.91
Jacksonville,FL,2023-07-05,28.9,33.1,25.5,7.3,17.1,23.07
Jacksonville,FL,2023-07-06,28.8,35.5,24.1,1.2,14.1,25.69
Jacksonville,FL,2023-07-07,27.4,32.5,24.6,4.8,16.9,20.43
Jacksonville,FL,2023-07-08,27.6,31.1,24.7,1.0,21.0,21.97
Jacksonville,FL,2023-07-09,27.8,32.0,25.2,2.0,22.9,24.85
Jacksonville,FL,2023-07-10,27.1,29.9,25.5,6.3,25.8,14.03
Jacksonville,FL,2023-07-11,26.7,32.1,23.6,9.1,21.3,22.86
Jacksonville,FL,2023-07-12,27.9,32.8,24.3,0.7,19.0,23.67
Jacksonville,FL,2023-07-13,27.8,31.7,25.0,2.1,18.4,21.31
Jacksonville,FL,2023-07-14,27.8,31.5,24.7,2.6,15.1,23.19
Jacksonville,FL,2023-07-15,28.1,33.2,25.3,6.2,21.9,24.02
Jacksonville,FL,2023-07-16,27.4,32.2,24.5,2.8,18.0,17.35
Jacksonville,FL,2023-07-17,27.2,33.2,24.2,5.3,15.6,19.02
Jacksonville,FL,2023-07-18,28.5,34.2,24.2,0.0,17.0,26.36
Jacksonville,FL,2023-07-19,28.9,33.5,24.2,0.0,18.7,26.04
Jacksonville,FL,2023-07-20,29.8,35.3,25.0,0.0,18.8,26.19
Jacksonville,FL,2023-07-21,30.4,36.0,24.9,0.0,17.8,25.81
Jacksonville,FL,2023-07-22,28.5,34.0,26.2,14.8,17.4,20.95
Jacksonville,FL,2023-07-23,27.3,32.6,25.2,10.8,16.1,21.19
Jacksonville,FL,2023-07-24,26.4,32.3,23.2,6.0,18.2,21.9
Jacksonville,FL,2023-07-25,27.0,32.1,23.3,1.7,10.3,22.87
Jacksonville,FL,2023-07-26,27.3,31.7,23.4,0.0,15.9,26.01
Jacksonville,FL,2023-07-27,27.3,31.0,24.4,1.8,21.2,22.1
Jacksonville,FL,2023-07-28,26.3,29.3,24.1,8.3,14.3,17.2
Jacksonville,FL,2023-07-29,28.0,32.7,24.7,0.2,12.1,25.06
Jacksonville,FL,2023-07-30,28.3,34.5,24.1,43.7,13.4,23.82
Jacksonville,FL,2023-07-31,25.9,30.0,24.0,11.4,12.2,13.95
Jacksonville,FL,2023-08-01,27.0,30.5,24.4,3.7,10.1,22.82
Jacksonville,FL,2023-08-02,27.0,30.6,24.2,3.7,19.1,22.17
Jacksonville,FL,2023-08-03,27.4,30.7,23.8,0.3,13.5,24.24
Jacksonville,FL,2023-08-04,26.9,30.0,24.9,7.1,17.6,13.74
Jacksonville,FL,2023-08-05,27.5,32.3,24.5,6.6,13.3,21.29
Jacksonville,FL,2023-08-06,28.6,33.9,24.6,0.0,6.9,24.66
Jacksonville,FL,2023-08-07,29.5,34.8,25.7,2.0,15.1,24.46
Jacksonville,FL,2023-08-08,29.6,35.6,25.9,0.5,24.1,24.89
Jacksonville,FL,2023-08-09,29.5,34.6,25.6,0.3,12.2,24.54
Jacksonville,FL,2023-08-10,29.8,33.6,26.6,0.7,20.2,23.22
Jacksonville,FL,2023-08-11,30.3,35.6,25.9,0.4,11.9,24.72
Jacksonville,FL,2023-08-12,30.1,35.1,26.1,0.0,16.9,24.26
Jacksonville,FL,2023-08-13,30.5,35.6,26.6,0.0,15.9,24.84
Jacksonville,FL,2023-08-14,29.5,35.3,26.7,11.5,17.0,23.88
Jacksonville,FL,2023-08-15,27.8,31.1,26.0,4.7,15.1,16.6
Jacksonville,FL,2023-08-16,27.8,33.4,25.0,11.0,10.8,17.79
Jacksonville,FL,2023-08-17,27.3,31.7,24.0,0.8,14.3,21.21
Jacksonville,FL,2023-08-18,27.9,31.5,24.4,0.5,15.2,22.32
Jacksonville,FL,2023-08-19,28.0,31.5,23.9,0.7,15.1,22.74
Jacksonville,FL,2023-08-20,27.8,31.2,25.7,4.2,18.6,21.07
Jacksonville,FL,2023-08-21,28.2,32.1,25.1,0.0,16.6,25.52
Jacksonville,FL,2023-08-22,28.4,33.6,24.2,0.0,13.9,23.09
Jacksonville,FL,2023-08-23,27.8,32.1,24.0,1.6,25.4,21.37
Jacksonville,FL,2023-08-24,27.4,30.5,24.2,0.8,20.7,23.8
Jacksonville,FL,2023-08-25,27.7,32.9,23.2,1.5,15.1,24.44
Jacksonville,FL,2023-08-26,28.5,32.4,24.9,0.3,15.5,23.39
Jacksonville,FL,2023-08-27,28.1,32.1,23.8,0.0,18.4,22.68
Jacksonville,FL,2023-08-28,27.8,32.1,24.8,6.6,15.1,20.52
Jacksonville,FL,2023-08-29,28.1,31.0,26.0,7.3,15.3,17.39
Jacksonville,FL,2023-08-30,27.5,30.5,26.2,6.9,53.5,12.92
Jacksonville,FL,2023-08-31,27.0,31.9,23.0,4.5,20.7,23.22
Jacksonville,FL,2023-09-01,26.7,29.5,24.4,5.9,22.0,18.28
Jacksonville,FL,2023-09-02,26.6,29.3,24.6,0.1,21.3,21.65
Jacksonville,FL,2023-09-03,26.0,29.3,23.5,1.0,18.8,22.9
Jacksonville,FL,2023-09-04,25.5,30.3,20.9,0.0,14.0,23.73
Jacksonville,FL,2023-09-05,25.1,30.3,19.9,0.0,12.9,19.17
Jacksonville,FL,2023-09-06,27.4,34.3,22.6,0.0,17.5,24.58
Jacksonville,FL,2023-09-07,28.0,33.8,22.8,0.0,12.9,22.4
Jacksonville,FL,2023-09-08,25.9,32.1,22.0,1.1,16.0,21.06
Jacksonville,FL,2023-09-09,26.3,31.5,22.2,0.5,13.1,20.75
Jacksonville,FL,2023-09-10,27.5,32.9,23.1,1.6,15.3,21.16
Jacksonville,FL,2023-09-11,27.4,32.6,24.0,0.5,13.7,20.2
Jacksonville,FL,2023-09-12,26.7,31.2,23.4,11.4,12.4,18.02
Jacksonville,FL,2023-09-13,26.3,31.1,23.3,10.8,14.5,20.5
Jacksonville,FL,2023-09-14,26.3,31.0,22.8,3.7,17.3,19.36
Jacksonville,FL,2023-09-15,25.2,29.1,23.0,5.3,24.0,18.13
Jacksonville,FL,2023-09-16,26.2,29.6,23.5,0.0,18.4,21.55
Jacksonville,FL,2023-09-17,25.9,29.7,23.3,17.2,15.2,16.64
Jacksonville,FL,2023-09-18,25.1,29.5,22.3,0.0,13.1,23.34
Jacksonville,FL,2023-09-19,24.5,29.4,19.8,0.0,16.3,23.08
Jacksonville,FL,2023-09-20,24.7,29.7,20.4,0.2,19.9,19.93
Jacksonville,FL,2023-09-21,24.4,28.0,22.5,7.3,24.6,17.21
Jacksonville,FL,2023-09-22,24.0,28.8,20.7,0.0,20.4,22.15
Jacksonville,FL,2023-09-23,23.4,29.9,17.6,0.0,12.6,22.14
Jacksonville,FL,2023-09-24,25.0,31.3,19.0,0.0,19.9,21.58
Jacksonville,FL,2023-09-25,25.0,31.5,18.8,4.1,17.4,19.49
Jacksonville,FL,2023-09-26,24.8,29.6,22.6,23.2,17.4,12.52
Jacksonville,FL,2023-09-27,24.9,28.1,23.4,3.8,26.3,17.05
Jacksonville,FL,2023-09-28,22.9,24.3,21.1,8.7,31.3,9.31
Jacksonville,FL,2023-09-29,23.2,26.4,20.8,3.9,21.9,10.56
Jacksonville,FL,2023-09-30,24.9,27.2,23.3,0.0,23.7,13.97
Jacksonville,FL,2023-10-01,24.4,26.6,22.5,0.2,29.3,17.25
Jacksonville,FL,2023-10-02,24.9,27.7,22.5,0.2,26.8,19.73
Jacksonville,FL,2023-10-03,24.4,27.7,21.5,0.5,27.5,18.92
Jacksonville,FL,2023-10-04,24.8,28.3,22.4,0.4,26.5,18.61
Jacksonville,FL,2023-10-05,24.8,28.4,22.1,0.5,18.9,16.78
Jacksonville,FL,2023-10-06,24.1,28.5,21.0,0.0,12.1,14.66
Jacksonville,FL,2023-10-07,23.9,29.3,20.1,0.2,16.9,17.48
Jacksonville,FL,2023-10-08,18.4,22.9,14.5,0.0,17.7,18.28
Jacksonville,FL,2023-10-09,17.9,24.0,12.8,0.0,10.6,19.56
Jacksonville,FL,2023-10-10,19.5,26.4,12.9,0.0,11.5,20.02
Jacksonville,FL,2023-10-11,22.2,25.2,19.5,4.9,23.8,5.34
Jacksonville,FL,2023-10-12,23.6,26.3,20.4,34.0,28.7,6.32
Jacksonville,FL,2023-10-13,25.1,28.7,22.1,1.3,11.6,16.38
Jacksonville,FL,2023-10-14,23.2,27.3,20.8,0.2,21.4,16.34
Jacksonville,FL,2023-10-15,19.6,22.6,16.5,0.0,18.1,19.79
Jacksonville,FL,2023-10-16,16.5,18.5,13.7,0.0,23.5,15.68
Jacksonville,FL,2023-10-17,14.7,20.6,10.5,0.0,14.9,18.89
Jacksonville,FL,2023-10-18,16.2,21.9,11.4,0.0,14.3,19.41
Jacksonville,FL,2023-10-19,18.4,23.8,14.0,0.0,10.1,18.63
Jacksonville,FL,2023-10-20,20.6,25.9,14.9,0.0,23.8,16.2
Jacksonville,FL,2023-10-21,20.4,24.8,17.1,0.0,20.5,19.46
Jacksonville,FL,2023-10-22,20.7,28.6,14.8,0.0,11.5,17.06
Jacksonville,FL,2023-10-23,20.9,25.7,16.2,0.0,22.4,17.43
Jacksonville,FL,2023-10-24,22.3,25.6,19.8,0.3,25.3,14.1
Jacksonville,FL,2023-10-25,22.8,26.3,20.4,0.2,23.7,13.13
Jacksonville,FL,2023-10-26,22.9,25.6,20.1,0.1,22.3,13.28
Jacksonville,FL,2023-10-27,22.2,26.9,18.0,0.0,15.8,14.79
Jacksonville,FL,2023-10-28,22.3,26.8,19.1,0.0,14.0,16.63
Jacksonville,FL,2023-10-29,22.2,26.9,19.1,0.0,15.9,16.67
Jacksonville,FL,2023-10-30,21.9,27.2,18.4,0.0,11.9,15.25
Jacksonville,FL,2023-10-31,22.2,28.0,18.7,0.0,18.9,15.69
Jacksonville,FL,2023-11-01,15.7,20.1,11.3,0.0,24.6,17.0
Jacksonville,FL,2023-11-02,15.4,21.6,10.2,0.0,29.6,13.21
Jacksonville,FL,2023-11-03,17.8,20.7,15.3,2.8,31.3,12.18
Jacksonville,FL,2023-11-04,16.8,21.5,13.4,0.0,17.4,12.36
Jacksonville,FL,2023-11-05,16.5,24.1,11.4,0.0,14.3,17.42
Jacksonville,FL,2023-11-06,16.7,24.2,11.0,0.0,10.5,17.16
Jacksonville,FL,2023-11-07,18.2,25.7,12.2,0.0,10.0,16.82
Jacksonville,FL,2023-11-08,18.3,25.7,11.5,0.0,11.8,16.65
Jacksonville,FL,2023-11-09,19.2,26.2,12.9,0.0,12.7,15.79
Jacksonville,FL,2023-11-10,21.7,28.2,17.2,0.1,12.1,13.2
Jacksonville,FL,2023-11-11,21.4,24.4,18.6,2.3,22.8,10.11
Jacksonville,FL,2023-11-12,17.5,19.3,15.6,0.0,24.4,7.28
Jacksonville,FL,2023-11-13,17.3,18.7,14.9,0.0,25.7,5.58
Jacksonville,FL,2023-11-14,19.8,22.1,17.6,1.6,31.0,5.99
Jacksonville,FL,2023-11-15,21.2,22.3,20.4,2.6,27.8,4.21
Jacksonville,FL,2023-11-16,19.8,21.1,18.9,17.6,24.9,3.48
Jacksonville,FL,2023-11-17,20.4,22.7,18.8,4.2,29.2,8.26
Jacksonville,FL,2023-11-18,20.0,24.1,17.1,0.3,17.2,13.14
Jacksonville,FL,2023-11-19,18.5,23.4,14.3,0.0,11.2,14.46
Jacksonville,FL,2023-11-20,20.2,23.7,16.9,0.3,16.9,13.51
Jacksonville,FL,2023-11-21,22.1,25.5,20.1,0.3,19.8,8.74
Jacksonville,FL,2023-11-22,20.4,24.2,13.6,1.0,24.5,6.21
Jacksonville,FL,2023-11-23,12.6,16.5,8.8,0.0,13.0,13.54
Jacksonville,FL,2023-11-24,13.7,16.6,12.3,5.4,12.5,6.54
Jacksonville,FL,2023-11-25,14.9,19.6,10.9,0.1,15.2,13.83
Jacksonville,FL,2023-11-26,17.2,19.6,13.9,26.7,18.6,2.81
Jacksonville,FL,2023-11-27,13.4,16.1,10.8,0.0,19.9,12.25
Jacksonville,FL,2023-11-28,9.8,14.0,7.5,0.0,16.3,11.11
Jacksonville,FL,2023-11-29,8.1,13.5,3.8,0.0,11.6,15.2
Jacksonville,FL,2023-11-30,11.7,18.6,5.3,0.0,13.3,12.81
Jacksonville,FL,2023-12-01,19.2,25.7,13.5,0.9,15.3,12.3
Jacksonville,FL,2023-12-02,20.8,22.8,18.8,7.6,14.0,2.82
Jacksonville,FL,2023-12-03,21.5,24.4,19.8,1.7,18.1,5.72
Jacksonville,FL,2023-12-04,20.0,23.2,15.2,0.0,16.9,9.86
Jacksonville,FL,2023-12-05,14.2,18.8,9.9,0.0,14.5,12.93
Jacksonville,FL,2023-12-06,11.8,15.2,9.1,0.0,20.3,14.31
Jacksonville,FL,2023-12-07,10.5,16.3,5.5,0.0,11.4,14.23
Jacksonville,FL,2023-12-08,15.4,21.3,9.8,0.1,14.7,10.89
Jacksonville,FL,2023-12-09,18.8,25.0,13.8,0.0,14.0,12.84
Jacksonville,FL,2023-12-10,20.1,24.3,17.5,3.3,26.0,7.87
Jacksonville,FL,2023-12-11,10.1,14.6,6.1,2.5,40.1,14.24
Jacksonville,FL,2023-12-12,10.9,16.1,6.9,0.0,21.8,13.06
Jacksonville,FL,2023-12-13,13.3,16.0,11.0,0.0,23.9,8.38
Jacksonville,FL,2023-12-14,15.6,19.2,13.1,0.4,33.6,9.77
Jacksonville,FL,2023-12-15,16.8,19.4,14.0,1.2,28.6,9.21
Jacksonville,FL,2023-12-16,18.2,21.0,15.1,10.0,26.1,4.95
Jacksonville,FL,2023-12-17,17.6,20.9,14.3,52.2,43.2,6.8
Jacksonville,FL,2023-12-18,13.1,16.2,10.8,0.0,21.9,13.75
Jacksonville,FL,2023-12-19,7.9,10.6,5.2,0.0,19.9,14.13
Jacksonville,FL,2023-12-20,8.9,14.6,4.6,0.0,23.5,12.05
Jacksonville,FL,2023-12-21,10.9,16.6,6.4,0.0,14.9,13.53
Jacksonville,FL,2023-12-22,14.8,19.8,10.5,0.0,18.1,9.77
Jacksonville,FL,2023-12-23,16.3,20.8,13.0,0.0,16.9,12.62
Jacksonville,FL,2023-12-24,17.7,21.8,14.6,0.2,20.2,7.75
Jacksonville,FL,2023-12-25,18.8,20.1,17.9,9.8,22.4,3.03
Jacksonville,FL,2023-12-26,18.6,22.5,15.8,0.4,13.0,9.02
Jacksonville,FL,2023-12-27,16.1,19.0,13.7,0.0,14.5,9.74
Jacksonville,FL,2023-12-28,14.0,16.8,11.9,0.0,12.1,6.78
Jacksonville,FL,2023-12-29,9.1,11.7,6.2,0.0,22.0,13.96
Jacksonville,FL,2023-12-30,7.7,13.2,3.1,0.0,20.2,13.8
Jacksonville,FL,2023-12-31,7.6,14.4,2.7,0.0,11.0,13.52
Columbus,OH,2023-01-01,6.3,11.7,0.2,0.0,18.8,3.35
Columbus,OH,2023-01-02,10.3,13.8,7.2,2.0,12.9,2.88
Columbus,OH,2023-01-03,14.4,16.8,11.7,32.9,31.6,1.72
Columbus,OH,2023-01-04,11.9,16.3,4.3,8.0,20.5,3.28
Columbus,OH,2023-01-05,3.9,8.9,-1.3,0.8,23.4,7.09
Columbus,OH,2023-01-06,2.1,3.6,-0.2,0.0,16.3,3.15
Columbus,OH,2023-01-07,-0.7,4.8,-3.9,0.0,10.4,8.18
Columbus,OH,2023-01-08,0.2,5.9,-4.4,0.5,9.7,7.21
Columbus,OH,2023-01-09,-1.6,3.6,-5.1,0.0,13.1,9.06
Columbus,OH,2023-01-10,0.1,5.2,-3.3,0.6,10.6,3.37
Columbus,OH,2023-01-11,3.1,8.6,-2.3,1.9,14.3,3.35
Columbus,OH,2023-01-12,7.6,12.0,2.9,23.6,29.5,1.17
Columbus,OH,2023-01-13,0.5,2.2,-1.8,0.6,23.8,3.57
Columbus,OH,2023-01-14,-3.7,-0.5,-6.3,0.0,21.7,9.59
Columbus,OH,2023-01-15,-2.9,3.1,-6.8,0.0,9.1,10.03
Columbus,OH,2023-01-16,0.5,6.4,-4.5,5.1,13.6,6.05
Columbus,OH,2023-01-17,8.4,14.3,3.2,2.5,26.0,6.99
Columbus,OH,2023-01-18,4.9,7.7,3.6,0.8,15.9,6.52
Columbus,OH,2023-01-19,9.3,15.4,3.9,14.7,29.2,8.97
Columbus,OH,2023-01-20,2.3,4.6,1.1,0.2,26.7,4.12
Columbus,OH,2023-01-21,0.5,2.7,-3.1,0.0,14.3,4.24
Columbus,OH,2023-01-22,-1.1,1.1,-3.8,9.6,9.1,2.12
Columbus,OH,2023-01-23,-0.3,1.2,-3.8,0.5,19.6,5.58
Columbus,OH,2023-01-24,-2.4,2.9,-8.5,0.0,15.3,9.38
Columbus,OH,2023-01-25,2.7,9.9,-1.7,12.1,29.2,3.47
Columbus,OH,2023-01-26,0.6,2.0,-2.0,1.2,26.1,4.98
Columbus,OH,2023-01-27,-0.7,4.8,-5.9,0.8,25.3,9.63
Columbus,OH,2023-01-28,4.8,9.7,-1.6,0.5,21.3,9.05
Columbus,OH,2023-01-29,6.4,8.2,2.8,2.8,20.7,2.16
Columbus,OH,2023-01-30,0.8,2.6,-2.3,0.9,15.9,2.09
Columbus,OH,2023-01-31,-5.0,-2.5,-7.9,0.4,17.7,11.12
Columbus,OH,2023-02-01,-5.3,-0.9,-8.7,0.0,9.8,12.41
Columbus,OH,2023-02-02,-1.9,4.5,-6.4,0.0,19.1,11.82
Columbus,OH,2023-02-03,-6.2,-1.2,-9.0,0.0,24.0,12.29
Columbus,OH,2023-02-04,-3.0,5.9,-9.6,0.0,23.5,12.81
Columbus,OH,2023-02-05,6.3,10.7,2.2,0.0,27.4,7.79
Columbus,OH,2023-02-06,1.6,5.4,-2.5,0.0,14.6,10.86
Columbus,OH,2023-02-07,6.8,13.9,-0.7,3.7,22.4,6.16
Columbus,OH,2023-02-08,4.2,8.9,-1.8,0.1,11.2,10.76
Columbus,OH,2023-02-09,12.3,19.3,6.2,6.3,40.4,7.07
Columbus,OH,2023-02-10,4.3,7.1,-0.7,0.0,22.1,5.67
Columbus,OH,2023-02-11,-0.6,5.0,-5.9,0.0,12.1,14.03
Columbus,OH,2023-02-12,2.1,10.7,-4.0,0.0,14.1,14.47
Columbus,OH,2023-02-13,3.8,12.5,-2.8,0.0,21.1,13.39
Columbus,OH,2023-02-14,4.9,12.8,-3.2,0.1,19.7,9.93
Columbus,OH,2023-02-15,14.1,19.4,8.8,0.5,34.9,14.03
Columbus,OH,2023-02-16,10.4,17.1,5.0,13.3,24.4,5.05
Columbus,OH,2023-02-17,1.7,14.4,-2.7,1.6,27.1,9.77
Columbus,OH,2023-02-18,-0.3,6.7,-5.7,0.0,20.3,15.11
Columbus,OH,2023-02-19,6.1,12.9,0.5,0.0,29.6,14.12
Columbus,OH,2023-02-20,7.9,13.0,3.0,1.6,16.6,11.05
Columbus,OH,2023-02-21,5.7,9.2,2.3,0.0,30.7,14.88
Columbus,OH,2023-02-22,9.0,19.2,0.8,10.1,29.0,3.83
Columbus,OH,2023-02-23,15.4,21.3,7.0,0.7,29.3,15.12
Columbus,OH,2023-02-24,1.1,4.8,-2.4,0.0,19.6,16.26
Columbus,OH,2023-02-25,1.6,8.8,-2.8,0.5,13.3,14.05
Columbus,OH,2023-02-26,4.0,11.5,-1.6,0.0,17.5,15.84
Columbus,OH,2023-02-27,8.2,15.7,0.4,11.0,32.8,4.44
Columbus,OH,2023-02-28,7.5,12.4,2.3,0.1,25.1,14.51
Columbus,OH,2023-03-01,10.8,20.8,1.9,0.6,15.5,16.59
Columbus,OH,2023-03-02,8.3,12.1,3.3,0.0,15.0,15.86
Columbus,OH,2023-03-03,6.1,12.5,2.1,36.3,38.2,1.82
Columbus,OH,2023-03-04,5.7,11.3,1.6,0.2,29.5,17.04
Columbus,OH,2023-03-05,5.5,11.4,1.3,0.0,12.6,16.98
Columbus,OH,2023-03-06,9.4,20.5,1.9,0.7,19.8,15.96
Columbus,OH,2023-03-07,4.6,7.8,0.3,0.1,24.1,18.13
Columbus,OH,2023-03-08,1.9,8.2,-3.3,0.0,16.8,15.74
Columbus,OH,2023-03-09,3.1,11.2,-3.8,0.0,12.5,17.97
Columbus,OH,2023-03-10,4.0,6.4,1.4,4.0,29.2,3.59
Columbus,OH,2023-03-11,1.4,4.9,-1.8,0.0,17.9,12.53
Columbus,OH,2023-03-12,1.1,3.3,-0.9,3.1,14.5,4.88
Columbus,OH,2023-03-13,0.9,2.3,-1.6,1.9,23.1,10.3
Columbus,OH,2023-03-14,-1.6,1.2,-4.6,0.2,25.6,10.76
Columbus,OH,2023-03-15,-0.0,7.7,-6.1,0.0,12.8,20.48
Columbus,OH,2023-03-16,6.1,14.0,-2.5,0.0,21.2,15.25
Columbus,OH,2023-03-17,7.0,12.1,-0.6,7.0,26.8,5.12
Columbus,OH,2023-03-18,-2.0,1.6,-6.9,0.2,30.3,17.25
Columbus,OH,2023-03-19,-3.1,2.9,-7.3,0.0,23.6,20.69
Columbus,OH,2023-03-20,0.7,8.2,-5.7,0.0,19.1,21.3
Columbus,OH,2023-03-21,4.5,12.9,-4.3,0.0,14.6,18.87
Columbus,OH,2023-03-22,8.4,11.9,5.6,3.2,25.4,4.83
Columbus,OH,2023-03-23,14.6,22.9,9.9,51.2,32.5,9.89
Columbus,OH,2023-03-24,7.0,9.6,5.1,17.5,15.6,5.88
Columbus,OH,2023-03-25,10.5,17.2,5.0,16.0,46.4,16.33
Columbus,OH,2023-03-26,6.8,14.8,-1.2,0.0,11.3,21.98
Columbus,OH,2023-03-27,8.6,14.8,4.3,2.2,20.2,14.27
Columbus,OH,2023-03-28,5.6,10.9,-0.1,0.0,15.5,17.78
Columbus,OH,2023-03-29,4.9,12.0,-1.5,0.8,31.7,18.96
Columbus,OH,2023-03-30,3.5,12.0,-5.0,0.0,9.5,22.41
Columbus,OH,2023-03-31,10.4,15.6,5.2,5.0,27.6,7.59
Columbus,OH,2023-04-01,11.6,17.3,3.6,7.3,44.1,14.35
Columbus,OH,2023-04-02,4.9,9.0,2.9,0.0,19.5,14.12
Columbus,OH,2023-04-03,9.6,18.8,1.0,1.1,20.1,16.77
Columbus,OH,2023-04-04,14.5,24.2,5.8,0.0,17.7,12.08
Columbus,OH,2023-04-05,19.6,25.4,16.0,14.0,26.4,8.64
Columbus,OH,2023-04-06,9.5,15.7,5.0,2.0,17.0,8.51
Columbus,OH,2023-04-07,7.0,13.3,2.4,0.0,15.7,20.1
Columbus,OH,2023-04-08,6.1,13.8,0.2,0.0,14.0,22.02
Columbus,OH,2023-04-09,8.2,16.1,0.4,0.0,12.8,24.77
Columbus,OH,2023-04-10,10.4,18.0,1.3,0.0,13.7,25.16
Columbus,OH,2023-04-11,13.1,21.2,3.7,0.0,14.0,24.96
